time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-15T03:27:09.912Z,61.7111,-148.1622,0.1,2.9,ml,,,,1.07,ak,ak15270186,2017-02-15T03:43:35.258Z,"37km ESE of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-15T03:27:00.290Z,44.2501667,-110.6168333,12.82,0.65,md,9,92,0.1364,0.16,uu,uu60010195,2017-02-15T19:42:26.550Z,"28km SE of Old Faithful Geyser, Wyoming",earthquake,0.67,1.63,0.197,3,reviewed,uu,uu
2017-02-15T03:25:18.930Z,44.2526667,-110.62,11.51,1.02,md,14,68,0.06719,0.12,uu,uu60184842,2017-02-15T19:40:50.540Z,"28km SE of Old Faithful Geyser, Wyoming",earthquake,0.41,0.58,0.201,7,reviewed,uu,uu
2017-02-15T03:20:30.547Z,38.357,-118.9104,13.1,0.9,ml,12,82.86,0.311,0.1098,nn,nn00578559,2017-02-15T18:34:15.503Z,"30km ENE of Bridgeport, California",earthquake,,5.5,0,1,reviewed,nn,nn
2017-02-15T03:11:45.019Z,38.3892,-118.8903,14.1,0.8,ml,8,121.22,0.333,0.1251,nn,nn00578555,2017-02-15T18:27:55.733Z,"27km WSW of Hawthorne, Nevada",earthquake,,10.1,0,1,reviewed,nn,nn
2017-02-15T03:09:53.660Z,37.4513,-116.9919,6.7,0.4,ml,9,160.52,0.375,0.128,nn,nn00578548,2017-02-15T18:08:45.223Z,"35km SE of Goldfield, Nevada",earthquake,,7.8,0.45,6,reviewed,nn,nn
2017-02-15T03:07:18.370Z,38.8166667,-122.8166667,2.31,0.66,md,19,73,0.008465,0.04,nc,nc72764231,2017-02-15T22:10:02.744Z,"6km NW of The Geysers, California",earthquake,0.19,0.31,0.222,5,reviewed,nc,nc
2017-02-15T03:05:33.680Z,-56.0813,-26.6237,71.48,5.2,mb,,103,18.586,0.88,us,us20008jvg,2017-02-15T03:19:42.040Z,"77km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,16.7,9.6,0.094,37,reviewed,us,us
2017-02-15T03:05:00.788Z,36.7965,-116.2823,8.2,-0.3,ml,6,323.53,0.089,0.0406,nn,nn00578545,2017-02-15T18:02:25.174Z,"44km ESE of Beatty, Nevada",earthquake,,7.1,0,2,reviewed,nn,nn
2017-02-15T02:57:28.659Z,61.9318,-150.0887,22.7,2.6,ml,,,,0.47,ak,ak15269815,2017-02-15T03:12:54.113Z,"20km N of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-15T02:55:49.910Z,19.3173333,-155.2113333,4.296,1.1,md,33,88,0.03805,0.1,hv,hv61606451,2017-02-16T03:07:02.820Z,"12km SSE of Volcano, Hawaii",earthquake,0.31,1.19,0.214,15,reviewed,hv,hv
2017-02-15T02:49:15.480Z,59.8261,-153.0035,99.8,2.2,ml,,,,1,ak,ak15269813,2017-02-15T02:58:21.965Z,"66km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-15T02:47:44.480Z,38.5368333,-112.55,6.06,1.3,md,5,214,0.1084,0.26,uu,uu60184837,2017-02-15T20:18:27.250Z,"29km NNE of Beaver, Utah",earthquake,8.5,7.61,0.284,3,reviewed,uu,uu
2017-02-15T02:47:38.290Z,12.2146,-88.2072,35,4.8,mb,,151,1.227,1.26,us,us20008jvc,2017-02-15T03:03:26.040Z,"101km SW of Jiquilillo, Nicaragua",earthquake,7,2,0.034,263,reviewed,us,us
2017-02-15T02:35:10.520Z,44.8386667,-111.392,11.52,0.62,ml,9,134,0.028,0.17,mb,mb80199474,2017-02-15T15:48:18.640Z,"30km NW of West Yellowstone, Montana",earthquake,0.57,0.71,0.369,2,reviewed,mb,mb
2017-02-15T02:22:25.680Z,36.47,-121.051,5.49,0.8,md,10,103,0.04471,0.03,nc,nc72764226,2017-02-18T01:28:03.512Z,"23km NE of Greenfield, California",earthquake,0.29,0.75,0.258,10,reviewed,nc,nc
2017-02-15T02:13:22.510Z,38.7826667,-122.7711667,4.09,0.84,md,29,112,0.01266,0.07,nc,nc72764221,2017-02-17T22:05:02.593Z,"1km WNW of The Geysers, California",earthquake,0.3,0.54,0.063,7,reviewed,nc,nc
2017-02-15T02:10:42.640Z,35.4883333,-83.5566667,5.83,2.11,md,11,138,0.2451,0.12,se,se60034208,2017-02-16T21:40:45.007Z,"11km WNW of Bryson City, North Carolina",earthquake,0.54,10.25,0.059,6,reviewed,se,se
2017-02-15T02:06:41.040Z,37.4225,-121.7705,6.86,1,md,17,97,0.03658,0.02,nc,nc72764216,2017-02-18T01:07:03.464Z,"6km NE of East Foothills, California",earthquake,0.33,0.37,0.221,17,reviewed,nc,nc
2017-02-15T01:59:34.460Z,33.3165,-116.3271667,10.55,1.33,ml,42,105,0.08945,0.19,ci,ci37583847,2017-02-15T14:31:53.270Z,"8km NNE of Borrego Springs, CA",earthquake,0.25,0.53,0.181,26,reviewed,ci,ci
2017-02-15T01:54:17.810Z,34.1735,-116.8435,9.15,1.84,ml,88,24,0.1093,0.14,ci,ci37583839,2017-02-15T15:17:50.150Z,"10km S of Big Bear City, CA",earthquake,0.1,0.24,0.131,83,reviewed,ci,ci
2017-02-15T01:53:56.120Z,38.821,-122.7846667,1.67,0.3,md,18,42,0.008332,0.03,nc,nc72764201,2017-02-15T21:34:02.655Z,"5km W of Cobb, California",earthquake,0.22,0.28,0.082,5,reviewed,nc,nc
2017-02-15T01:53:12.810Z,37.5751667,-118.852,4.37,0.12,md,9,257,0.02347,0.02,nc,nc72764211,2017-02-15T17:11:02.080Z,"13km SE of Mammoth Lakes, California",earthquake,1.27,1.56,0.137,8,reviewed,nc,nc
2017-02-15T01:50:03.570Z,45.2433,-68.0033,5.74,1.9,ml,,94,0.314,0.54,us,us20008k54,2017-02-16T06:41:24.040Z,"41km ESE of Lincoln, Maine",earthquake,1.8,4.6,0.105,12,reviewed,us,us
2017-02-15T01:34:21.070Z,0.7857,-28.3202,10,4.9,mb,,92,10.022,0.84,us,us20008jv2,2017-02-15T01:54:14.040Z,"Central Mid-Atlantic Ridge",earthquake,11.3,1.9,0.083,46,reviewed,us,us
2017-02-15T01:31:32.135Z,38.3661,-118.9012,9.8,0.7,ml,6,174.36,0.317,0.0875,nn,nn00578536,2017-02-15T17:37:15.782Z,"29km SW of Hawthorne, Nevada",earthquake,,17.7,0,1,reviewed,nn,nn
2017-02-15T01:19:57.450Z,33.3136667,-116.331,11.48,1.64,ml,68,33,0.03295,0.18,ci,ci37583815,2017-02-15T01:41:15.130Z,"8km NNE of Borrego Springs, CA",earthquake,0.17,0.43,0.18,25,reviewed,ci,ci
2017-02-15T01:14:55.430Z,33.4968333,-116.7886667,5.73,0.35,ml,17,112,0.08073,0.07,ci,ci37583807,2017-02-15T01:32:58.854Z,"9km NE of Aguanga, CA",earthquake,0.17,0.56,0.105,14,reviewed,ci,ci
2017-02-15T01:14:51.144Z,36.7963,-116.2499,3.3,-0.2,ml,18,69.57,0.075,0.189,nn,nn00578534,2017-02-15T17:33:55.297Z,"47km ESE of Beatty, Nevada",earthquake,,1.5,0.07,5,reviewed,nn,nn
2017-02-15T01:11:23.470Z,37.6505,-119.0043333,3.11,0.14,md,10,132,0.009756,0.05,nc,nc72764181,2017-02-16T18:41:03.071Z,"2km W of Mammoth Lakes, California",earthquake,0.3,0.66,0.213,8,reviewed,nc,nc
2017-02-15T01:06:20.530Z,36.5325,-89.6468333,8.3,1.66,md,24,42,0.01803,0.16,nm,nm60175891,2017-02-15T19:09:29.840Z,"7km SSW of Lilbourn, Missouri",earthquake,0.75,0.96,0.187,12,reviewed,nm,nm
2017-02-15T01:04:57.430Z,38.7995,-122.7358333,1.4,0.52,md,15,82,0.01625,0.07,nc,nc72764176,2017-02-16T21:42:19.755Z,"2km SSW of Cobb, California",earthquake,0.28,31.61,0.137,3,reviewed,nc,nc
2017-02-15T01:03:06.700Z,38.7919998,-122.7505035,2.58,0.37,md,7,88,0.01388,0.03,nc,nc72764171,2017-02-15T01:54:02.583Z,"1km NNE of The Geysers, California",earthquake,0.45,1.48,0.11,3,automatic,nc,nc
2017-02-15T00:59:55.220Z,33.0058333,-116.3521667,9.48,1.13,ml,43,87,0.1279,0.17,ci,ci37583799,2017-02-15T01:31:04.470Z,"25km ESE of Julian, CA",earthquake,0.23,0.62,0.164,24,reviewed,ci,ci
2017-02-15T00:52:40.809Z,40.0258,-119.7217,15.7,0.8,ml,4,248.41,0.114,0.1352,nn,nn00578527,2017-02-15T17:21:04.030Z,"41km N of Spanish Springs, Nevada",earthquake,,3.8,0.34,3,reviewed,nn,nn
2017-02-15T00:45:08.110Z,33.9306667,-116.902,7.9,0.62,ml,24,89,0.06599,0.11,ci,ci37583791,2017-02-15T01:24:59.592Z,"2km WNW of Banning, CA",earthquake,0.2,0.7,0.125,9,reviewed,ci,ci
2017-02-15T00:40:01.370Z,38.8253333,-122.8223333,1.74,1.14,md,37,43,0.00977,0.07,nc,nc72764166,2017-02-17T20:11:03.377Z,"7km NW of The Geysers, California",earthquake,0.18,0.24,0.192,12,reviewed,nc,nc
2017-02-15T00:36:37.700Z,35.0326667,-117.686,-0.82,1.59,ml,29,57,0.09841,0.17,ci,ci37583783,2017-02-15T01:09:46.770Z,"5km NW of Boron, CA",quarry blast,0.36,31.61,0.113,31,reviewed,ci,ci
2017-02-15T00:32:35.041Z,39.5634,-120.0019,6.1,0.1,ml,7,113.06,0.054,0.161,nn,nn00578522,2017-02-15T17:11:22.974Z,"5km NNW of Verdi, Nevada",earthquake,,1.6,0.44,3,reviewed,nn,nn
2017-02-15T00:20:48.300Z,44.2468333,-110.6153333,12.47,0.66,md,8,105,0.06518,0.24,uu,uu60010200,2017-02-17T15:55:24.710Z,"29km SE of Old Faithful Geyser, Wyoming",earthquake,0.83,1.65,0.328,4,reviewed,uu,uu
2017-02-15T00:19:05.743Z,61.5644,-146.4794,29.3,2,ml,,,,0.61,ak,ak15269329,2017-02-15T00:29:01.258Z,"48km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-15T00:14:47.190Z,38.7626648,-122.7406693,1.15,0.56,md,9,115,0.01037,0.02,nc,nc72764156,2017-02-15T01:18:02.159Z,"2km SE of The Geysers, California",earthquake,0.29,0.59,0.15,4,automatic,nc,nc
2017-02-15T00:05:39.400Z,61.2629,-146.8057,14.9,3.1,ml,,,,0.54,ak,ak15269319,2017-02-15T08:08:13.108Z,"28km WNW of Valdez, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-14T23:58:55.730Z,34.3537,70.4518,54.74,3.6,mb,,163,1.179,0.7,us,us20008jup,2017-02-16T18:03:32.268Z,"8km S of Jalalabad, Afghanistan",earthquake,8.2,8.6,0.166,9,reviewed,us,us
2017-02-14T23:57:48.958Z,60.4344,-147.7472,18.8,2.6,ml,,,,0.7,ak,ak15269315,2017-02-15T00:03:09.841Z,"63km SE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-14T23:55:00.038Z,61.2612,-146.8129,14.7,3.4,ml,,,,0.44,ak,ak15269307,2017-02-15T04:58:39.215Z,"28km WNW of Valdez, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-02-14T23:52:59.000Z,33.507,-116.5013333,13.61,0.02,ml,10,187,0.06527,0.12,ci,ci37583767,2017-02-15T01:05:58.601Z,"17km ESE of Anza, CA",earthquake,0.62,0.58,0.049,5,reviewed,ci,ci
2017-02-14T23:47:49.890Z,33.7021667,-116.7193333,16.64,0.49,ml,21,73,0.009957,0.11,ci,ci37583759,2017-02-15T00:52:39.290Z,"4km S of Idyllwild, CA",earthquake,0.28,0.38,0.072,7,reviewed,ci,ci
2017-02-14T23:44:52.118Z,38.1075,-116.7611,5.6,0.9,ml,9,169.96,0.365,0.1098,nn,nn00578622,2017-02-15T21:26:09.723Z,"35km WSW of Warm Springs, Nevada",earthquake,,30,0.41,5,reviewed,nn,nn
2017-02-14T23:43:15.680Z,38.0993,-116.7611,3.2,1.5,ml,9,168.21,0.364,0.0964,nn,nn00578618,2017-02-15T21:20:00.346Z,"35km WSW of Warm Springs, Nevada",earthquake,,12.4,0.42,4,reviewed,nn,nn
2017-02-14T23:41:21.622Z,41.4192,-116.0989,7.5,1.8,ml,7,177.19,0.453,0.1891,nn,nn00578625,2017-02-15T21:36:07.365Z,"58km S of Owyhee, Nevada",earthquake,,13.8,0.22,5,reviewed,nn,nn
2017-02-14T23:32:58.180Z,36.0356667,-120.5971667,3.87,1.23,md,34,70,0.03308,0.06,nc,nc72764146,2017-02-17T08:42:03.226Z,"24km WSW of Coalinga, California",earthquake,0.25,0.35,0.299,17,reviewed,nc,nc
2017-02-14T23:32:42.110Z,33.779,-117.4501667,-0.64,0.84,ml,22,60,0.029,0.21,ci,ci37583735,2017-02-15T01:18:07.881Z,"13km SSE of Home Gardens, CA",quarry blast,0.47,31.61,0.078,12,reviewed,ci,ci
2017-02-14T23:15:21.760Z,33.9995,-116.976,11.09,0.87,ml,20,133,0.09955,0.11,ci,ci37583719,2017-02-15T01:21:40.571Z,"7km E of Calimesa, CA",earthquake,0.25,0.78,0.066,11,reviewed,ci,ci
2017-02-14T23:08:31.120Z,47.2195,-121.7853333,9.61,1.41,ml,6,266,0.01725,0.05,uw,uw61250146,2017-02-14T23:38:42.060Z,"15km E of Enumclaw, Washington",explosion,1.03,1.19,0.039,4,reviewed,uw,uw
2017-02-14T23:02:54.040Z,36.6198333,-121.1608333,7.23,1.06,md,14,119,0.1017,0.1,nc,nc72764136,2017-02-17T08:32:02.215Z,"26km NE of Soledad, California",earthquake,0.38,1.4,0.196,14,reviewed,nc,nc
2017-02-14T22:56:36.194Z,60.8775,-147.5401,18.7,2.5,ml,,,,0.9,ak,ak15269304,2017-02-15T06:59:07.808Z,"63km E of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-14T22:28:05.100Z,19.09,-66.561,52,2.9,Md,3,288,0.76177136,0.2,pr,pr17045007,2017-02-14T22:48:58.788Z,"69km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.5,6,0,3,reviewed,pr,pr
2017-02-14T22:27:39.600Z,37.4626667,-118.852,4.27,0.75,md,14,244,0.1284,0.04,nc,nc72764121,2017-02-15T17:05:03.062Z,"23km SSE of Mammoth Lakes, California",earthquake,0.48,2.43,0.168,11,reviewed,nc,nc
2017-02-14T22:27:35.400Z,17.9265,-65.9036,14,1.8,Md,5,216,0.19583273,0.23,pr,pr17045006,2017-02-14T22:45:28.529Z,"8km SSW of Emajagua, Puerto Rico",earthquake,1.1,2.5,0,5,reviewed,pr,pr
2017-02-14T22:23:36.450Z,38.822834,-122.8061676,2.72,0.55,md,10,115,0.003102,0.02,nc,nc72764116,2017-02-14T22:25:14.456Z,"6km NW of The Geysers, California",earthquake,0.77,0.39,0.2,3,automatic,nc,nc
2017-02-14T22:19:57.330Z,-5.834,154.627,85.24,5.1,mb,,84,2.947,0.9,us,us20008jtf,2017-02-14T22:38:18.040Z,"108km WNW of Panguna, Papua New Guinea",earthquake,9.6,7.5,0.08,50,reviewed,us,us
2017-02-14T22:12:08.170Z,38.8445015,-122.8291702,1.93,0.43,md,9,135,0.007694,0.01,nc,nc72764096,2017-02-14T22:13:44.899Z,"9km WNW of Cobb, California",earthquake,0.37,0.88,0.15,2,automatic,nc,nc
2017-02-14T21:55:14.010Z,34.427,-118.7643333,1.84,1.15,ml,16,124,0.1493,0.21,ci,ci37583687,2017-02-14T22:28:23.791Z,"3km ENE of Piru, CA",earthquake,0.47,0.96,0.152,8,reviewed,ci,ci
2017-02-14T21:53:34.566Z,61.4047,-149.7549,31.3,1.9,ml,,,,0.63,ak,ak15268943,2017-02-14T22:01:24.687Z,"14km SW of Knik-Fairview, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-14T21:49:57.070Z,38.844,-122.8275,1.85,2,md,48,37,0.008252,0.05,nc,nc72764086,2017-02-17T08:20:03.431Z,"9km WNW of Cobb, California",earthquake,0.14,0.21,0.291,25,reviewed,nc,nc
2017-02-14T21:37:38.932Z,38.4216,-118.8973,9.1,0.8,ml,11,123.47,0.109,0.1278,nn,nn00578616,2017-02-15T21:10:43.263Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.4,0,1,reviewed,nn,nn
2017-02-14T21:35:05.070Z,38.8356667,-122.8551636,-0.16,0.81,md,6,165,0.03359,0.16,nc,nc72764081,2017-02-14T22:01:02.773Z,"10km NW of The Geysers, California",earthquake,1.31,2.23,0.09,2,automatic,nc,nc
2017-02-14T21:32:17.080Z,37.6158333,-118.9448333,0.31,0.4,md,15,154,0.01192,0.03,nc,nc72764076,2017-02-14T22:24:03.405Z,"4km SSE of Mammoth Lakes, California",earthquake,0.49,0.23,0.257,13,reviewed,nc,nc
2017-02-14T21:22:37.050Z,39.7093333,-111.1763333,-1.53,1.32,md,5,138,0.07226,0.01,uu,uu60184817,2017-02-15T20:15:20.000Z,"24km ENE of Fairview, Utah",earthquake,0.8,0.57,0.232,4,reviewed,uu,uu
2017-02-14T21:22:26.092Z,38.3915,-118.9072,6.2,0.7,ml,7,230.41,0.129,0.1259,nn,nn00578614,2017-02-15T21:04:33.076Z,"28km WSW of Hawthorne, Nevada",earthquake,,4,0,1,reviewed,nn,nn
2017-02-14T21:14:05.492Z,38.4005,-118.9062,7.8,1.2,ml,9,172.43,0.124,0.1037,nn,nn00578611,2017-02-15T20:51:54.859Z,"28km WSW of Hawthorne, Nevada",earthquake,,4.9,0.06,2,reviewed,nn,nn
2017-02-14T20:57:27.430Z,47.774,-122.4046667,4.67,1.26,ml,9,99,0.3439,0.32,uw,uw61250136,2017-02-14T23:04:17.330Z,"2km SSW of Woodway, Washington",earthquake,1.02,24.32,0.134,6,reviewed,uw,uw
2017-02-14T20:51:09.330Z,38.8356667,-122.7748337,1.57,0.89,md,11,115,0.006457,0.02,nc,nc72764066,2017-02-14T21:37:02.726Z,"4km WNW of Cobb, California",earthquake,0.37,0.51,0.01,4,automatic,nc,nc
2017-02-14T20:47:26.440Z,3.7159,126.7559,72.94,4.9,mb,,60,2.987,1.18,us,us20008jse,2017-02-16T14:50:49.040Z,"235km SE of Sarangani, Philippines",earthquake,6.8,7.3,0.067,70,reviewed,us,us
2017-02-14T20:38:39.820Z,37.6255,-122.4775,8.18,0.74,md,7,163,0.01186,0.02,nc,nc72764051,2017-02-16T21:25:47.936Z,"1km NNE of Pacifica, California",earthquake,0.72,1.17,0.017,3,reviewed,nc,nc
2017-02-14T20:35:56.259Z,38.3996,-118.9141,7.2,0.6,ml,9,125.37,0.13,0.0933,nn,nn00578607,2017-02-15T20:42:37.213Z,"28km WSW of Hawthorne, Nevada",earthquake,,5.9,0,1,reviewed,nn,nn
2017-02-14T20:35:49.340Z,33.7223333,-116.8265,15.46,0.77,ml,27,82,0.08842,0.14,ci,ci37583623,2017-02-14T20:53:31.769Z,"7km ESE of Valle Vista, CA",earthquake,0.28,0.4,0.127,10,reviewed,ci,ci
2017-02-14T20:32:25.898Z,62.6699,-148.5694,54.9,1,ml,,,,0.32,ak,ak15268582,2017-02-15T01:42:15.291Z,"82km SSE of Cantwell, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-02-14T20:29:12.460Z,38.8353348,-122.8261642,5.68,1.04,md,8,184,0.01732,0.06,nc,nc72764046,2017-02-14T21:14:01.653Z,"8km NW of The Geysers, California",earthquake,0.93,0.87,0.14,6,automatic,nc,nc
2017-02-14T20:26:29.040Z,33.8523333,-117.4876667,-0.49,1.06,ml,46,63,0.04972,0.17,ci,ci37583615,2017-02-14T20:49:58.918Z,"4km SE of Home Gardens, CA",quarry blast,0.25,31.61,0.118,20,reviewed,ci,ci
2017-02-14T20:24:35.160Z,44.2631667,-110.626,10.34,0.36,md,7,116,0.1285,0.09,uu,uu60184797,2017-02-15T17:41:50.540Z,"27km SE of Old Faithful Geyser, Wyoming",earthquake,0.46,1.43,0.272,4,reviewed,uu,uu
2017-02-14T20:20:59.560Z,33.1128333,-117.17,-0.32,0.98,ml,31,173,0.2227,0.26,ci,ci37583607,2017-02-14T20:45:11.111Z,"3km S of San Marcos, CA",quarry blast,0.8,31.61,0.164,13,reviewed,ci,ci
2017-02-14T20:17:03.990Z,38.5541667,-122.2845,3.37,1.61,md,15,57,0.04353,0.05,nc,nc72764041,2017-02-15T05:25:02.356Z,"14km E of Angwin, California",earthquake,0.29,0.99,0.223,15,reviewed,nc,nc
2017-02-14T20:11:31.130Z,45.9953333,-112.478,-2,1.51,ml,13,81,0.057,0.12,mb,mb80199444,2017-02-14T20:33:31.900Z,"4km ESE of Butte, Montana",quarry blast,0.38,31.61,0.149,4,reviewed,mb,mb
2017-02-14T20:09:28.840Z,35.5621667,-120.8136667,6.16,0.81,md,15,74,0.08094,0.05,nc,nc72764036,2017-02-16T20:52:02.333Z,"9km W of Templeton, California",earthquake,0.52,0.97,0.277,10,reviewed,nc,nc
2017-02-14T20:00:39.940Z,35.5591667,-120.798,5.14,1.15,md,35,56,0.09215,0.06,nc,nc72764031,2017-02-17T07:57:04.168Z,"8km W of Templeton, California",earthquake,0.21,0.77,0.227,20,reviewed,nc,nc
2017-02-14T19:35:57.560Z,45.4,-112.594,3.77,0.72,ml,6,161,0.038,0.05,mb,mb80199459,2017-02-14T20:50:51.580Z,"20km N of Dillon, Montana",earthquake,0.5,0.32,0.22,2,reviewed,mb,mb
2017-02-14T19:31:00.510Z,45.1813333,-112.4166667,-2,0.65,ml,6,144,0.221,0.17,mb,mb80199454,2017-02-14T20:45:42.420Z,"17km ESE of Dillon, Montana",quarry blast,0.76,31.61,0.282,2,reviewed,mb,mb
2017-02-14T19:27:00.970Z,47.7451667,-122.491,25.73,1.48,ml,8,117,0.2815,0.11,uw,uw61250131,2017-02-14T23:47:00.150Z,"2km E of Indianola, Washington",earthquake,0.79,2.02,0.278,5,reviewed,uw,uw
2017-02-14T19:19:24.340Z,38.8146667,-122.8058333,2.52,0.4,md,10,106,0.009324,0.03,nc,nc72764016,2017-02-17T07:02:02.093Z,"5km NW of The Geysers, California",earthquake,0.39,0.94,0.248,2,reviewed,nc,nc
2017-02-14T19:19:00.160Z,38.8013344,-122.8126678,3.01,1.04,md,14,114,0.01493,0.02,nc,nc72764011,2017-02-14T19:20:34.147Z,"5km WNW of The Geysers, California",earthquake,0.34,0.56,0.12,6,automatic,nc,nc
2017-02-14T19:18:39.330Z,38.7955017,-122.8199997,2.85,0.54,md,7,217,0.02296,0.02,nc,nc72764006,2017-02-14T19:20:13.962Z,"5km WNW of The Geysers, California",earthquake,1.35,1.19,0.03,2,automatic,nc,nc
2017-02-14T19:12:08.340Z,35.8903333,-117.9835,10.88,0.7,ml,11,154,0.07908,0.18,ci,ci37151044,2017-02-14T22:44:49.600Z,"9km SW of Little Lake, CA",earthquake,0.66,1.11,0.438,8,reviewed,ci,ci
2017-02-14T19:11:42.730Z,35.8915,-117.9835,11.06,0.72,ml,14,147,0.07979,0.07,ci,ci37583567,2017-02-14T20:55:46.224Z,"8km SW of Little Lake, CA",earthquake,0.23,0.43,0.274,9,reviewed,ci,ci
2017-02-14T19:10:47.730Z,33.6793333,-116.6865,16.13,1.09,ml,41,55,0.01485,0.11,ci,ci37583559,2017-02-14T22:31:52.590Z,"7km SSE of Idyllwild, CA",earthquake,0.15,0.23,0.152,28,reviewed,ci,ci
2017-02-14T19:05:49.640Z,35.8905,-117.9805,10.37,1.94,ml,30,55,0.07726,0.09,ci,ci37583551,2017-02-14T20:38:57.730Z,"8km SW of Little Lake, CA",earthquake,0.15,0.29,0.31,25,reviewed,ci,ci
2017-02-14T19:02:17.552Z,62.9781,-150.5219,95.7,1.9,ml,,,,0.42,ak,ak15268220,2017-02-14T19:15:55.027Z,"75km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-14T19:01:49.160Z,35.8916667,-117.9818333,10.25,1.3,ml,22,63,0.07883,0.09,ci,ci37583535,2017-02-14T20:31:32.360Z,"8km SW of Little Lake, CA",earthquake,0.18,0.36,0.354,19,reviewed,ci,ci
2017-02-14T19:01:08.480Z,35.8886667,-117.9753333,9.36,1.1,ml,8,130,0.07285,0.25,ci,ci37389997,2017-02-14T20:28:48.117Z,"8km SW of Little Lake, CA",earthquake,1.07,2.12,0.28,10,reviewed,ci,ci
2017-02-14T19:01:02.760Z,35.894,-117.9845,10.23,1.19,ml,20,100,0.08198,0.07,ci,ci37583527,2017-02-14T20:21:27.534Z,"8km SW of Little Lake, CA",earthquake,0.18,0.33,0.236,12,reviewed,ci,ci
2017-02-14T18:49:55.030Z,-2.9873,129.7605,40.65,4.6,mb,,68,2.486,0.86,us,us20008jqh,2017-02-16T14:37:30.040Z,"101km ENE of Amahai, Indonesia",earthquake,7,2.1,0.073,56,reviewed,us,us
2017-02-14T18:14:04.160Z,33.8448333,-117.4926667,-0.53,1.4,ml,44,46,0.04818,0.17,ci,ci37583487,2017-02-14T20:28:04.325Z,"4km SE of Home Gardens, CA",quarry blast,0.29,31.61,0.152,25,reviewed,ci,ci
2017-02-14T18:05:54.560Z,38.7401667,-122.8618333,6.63,0.73,md,19,239,0.0732,0.13,nc,nc72763986,2017-02-15T23:29:02.958Z,"10km WSW of The Geysers, California",earthquake,1.27,2.55,0.017,5,reviewed,nc,nc
2017-02-14T18:00:02.285Z,61.7579,-148.27,31.4,2,ml,,,,0.66,ak,ak15267856,2017-02-14T18:13:31.916Z,"30km E of Sutton-Alpine, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-02-14T17:56:54.060Z,35.8926667,-117.984,10.33,1.2,ml,23,100,0.08083,0.08,ci,ci37583479,2017-02-14T20:21:33.270Z,"8km SW of Little Lake, CA",earthquake,0.16,0.34,0.379,17,reviewed,ci,ci
2017-02-14T17:47:09.590Z,33.5298333,-116.4533333,7.81,0.63,ml,23,68,0.02396,0.11,ci,ci37583471,2017-02-14T20:05:38.510Z,"20km SW of La Quinta, CA",earthquake,0.21,0.42,0.129,9,reviewed,ci,ci
2017-02-14T17:29:18.730Z,38.79,-122.8053333,3.53,1.29,md,18,129,0.01397,0.05,nc,nc72763981,2017-02-15T22:22:01.771Z,"4km WNW of The Geysers, California",earthquake,0.38,0.53,0.076,4,reviewed,nc,nc
2017-02-14T17:27:07.500Z,19.3298333,-155.121,6.122,1.82,md,48,135,0.0444,0.09,hv,hv61606026,2017-02-17T15:40:15.058Z,"16km SE of Volcano, Hawaii",earthquake,0.41,0.86,0.074,18,reviewed,hv,hv
2017-02-14T17:17:07.338Z,39.8691,-120.4713,8.3,0.9,ml,5,273.86,0.086,0.1968,nn,nn00578478,2017-02-15T01:20:26.222Z,"6km N of Portola, California",earthquake,,2.1,0.29,4,reviewed,nn,nn
2017-02-14T17:16:37.140Z,38.8455,-122.8283333,2.78,1.47,md,36,37,0.008879,0.05,nc,nc72763976,2017-02-17T06:50:03.076Z,"9km WNW of Cobb, California",earthquake,0.19,0.31,0.237,15,reviewed,nc,nc
2017-02-14T17:15:48.290Z,33.2216667,-116.7326667,11.86,0.77,ml,35,79,0.02612,0.15,ci,ci37583455,2017-02-14T19:48:40.104Z,"4km SE of Lake Henshaw, CA",earthquake,0.22,0.41,0.154,18,reviewed,ci,ci
2017-02-14T17:11:41.772Z,38.7921,-117.9503,6.3,1.3,ml,13,99.92,0.282,0.1867,nn,nn00578360,2017-02-14T17:30:22.888Z,"8km SSW of Gabbs, Nevada",earthquake,,2.6,0.36,4,reviewed,nn,nn
